,full_date,tm_event_name,count,20161,20162,20163,20164,20165,20171,20172,20173,20174,20175
423,9/26/2016,ENK1106M,58,,,,,,,,,,
424,9/25/2016,ENK1106M,6,,,,,,,,,,
425,9/24/2016,ENK1106M,38,,,,,,,,,,
426,9/23/2016,ENK1106M,68,,,,,,,,,,
427,9/22/2016,ENK1106M,102,,,,,,,,,,
428,9/21/2016,ENK1106M,71,,,,,,,,,,
429,9/20/2016,ENK1106M,98,,,,,,,,,,
430,9/19/2016,ENK1106M,12,,,,,,,,,,
431,9/18/2016,ENK1106M,2,,,,,,,,,,
432,9/17/2016,ENK1106M,2,,,,,,,,,,
433,9/16/2016,ENK1106M,26,,,,,,,,,,
434,9/15/2016,ENK1106M,60,,,,,,,,,,
435,9/14/2016,ENK1106M,45,,,,,,,,,,
436,9/13/2016,ENK1106M,46,,,,,,,,,,
437,9/12/2016,ENK1106M,34,,,,,,,,,,
438,9/11/2016,ENK1106M,2,,,,,,,,,,
439,9/10/2016,ENK1106M,2,,,,,,,,,,
440,9/9/2016,ENK1106M,34,,,,,,,,,,
441,9/8/2016,ENK1106M,66,,,,,,,,,,
442,9/7/2016,ENK1106M,88,,,,,,,,,,
443,9/6/2016,ENK1106M,49,,,,,,,,,,
444,9/5/2016,ENK1106M,2,,,,,,,,,,
445,9/3/2016,ENK1106M,2,,,,,,,,,,
446,9/2/2016,ENK1106M,24,,,,,,,,,,
447,9/1/2016,ENK1106M,53,,,,,,,,,,
448,8/31/2016,ENK1106M,31,,,,,,,,,,
449,8/30/2016,ENK1106M,38,,,,,,,,,,
450,8/29/2016,ENK1106M,74,,,,,,,,,,
451,8/26/2016,ENK1106M,9,,,,,,,,,,
452,8/25/2016,ENK1106M,17,,,,,,,,,,
453,8/24/2016,ENK1106M,43,,,,,,,,,,
454,8/23/2016,ENK1106M,8,,,,,,,,,,
455,8/19/2016,ENK1106M,8,,,,,,,,,,
456,8/18/2016,ENK1106M,13,,,,,,,,,,
457,8/17/2016,ENK1106M,10,,,,,,,,,,
458,8/16/2016,ENK1106M,6,,,,,,,,,,
459,8/15/2016,ENK1106M,8,,,,,,,,,,
460,8/12/2016,ENK1106M,10,,,,,,,,,,
461,8/11/2016,ENK1106M,12,,,,,,,,,,
462,8/10/2016,ENK1106M,11,,,,,,,,,,
463,8/9/2016,ENK1106M,8,,,,,,,,,,
464,8/8/2016,ENK1106M,10,,,,,,,,,,
465,8/7/2016,ENK1106M,2,,,,,,,,,,
466,8/6/2016,ENK1106M,2,,,,,,,,,,
467,8/5/2016,ENK1106M,16,,,,,,,,,,
468,8/4/2016,ENK1106M,18,,,,,,,,,,
469,8/3/2016,ENK1106M,14,,,,,,,,,,
470,8/2/2016,ENK1106M,12,,,,,,,,,,
471,8/1/2016,ENK1106M,44,,,,,,,,,,
472,7/31/2016,ENK1106M,2,,,,,,,,,,
473,7/30/2016,ENK1106M,2,,,,,,,,,,
474,7/29/2016,ENK1106M,40,,,,,,,,,,
475,7/28/2016,ENK1106M,27,,,,,,,,,,
476,7/27/2016,ENK1106M,48,,,,,,,,,,
477,7/26/2016,ENK1106M,20,,,,,,,,,,
478,7/25/2016,ENK1106M,31,,,,,,,,,,
479,7/22/2016,ENK1106M,34,,,,,,,,,,
480,7/21/2016,ENK1106M,29,,,,,,,,,,
481,7/20/2016,ENK1106M,4,,,,,,,,,,
482,7/19/2016,ENK1106M,17,,,,,,,,,,
483,7/18/2016,ENK1106M,28,,,,,,,,,,
484,7/15/2016,ENK1106M,18,,,,,,,,,,
485,7/14/2016,ENK1106M,16,,,,,,,,,,
486,7/13/2016,ENK1106M,22,,,,,,,,,,
487,7/12/2016,ENK1106M,30,,,,,,,,,,
488,7/11/2016,ENK1106M,24,,,,,,,,,,
489,7/10/2016,ENK1106M,2,,,,,,,,,,
490,7/8/2016,ENK1106M,36,,,,,,,,,,
491,7/7/2016,ENK1106M,27,,,,,,,,,,
492,7/6/2016,ENK1106M,43,,,,,,,,,,
493,7/5/2016,ENK1106M,44,,,,,,,,,,
494,7/4/2016,ENK1106M,2,,,,,,,,,,
495,7/3/2016,ENK1106M,16,,,,,,,,,,
496,7/2/2016,ENK1106M,2,,,,,,,,,,
497,7/1/2016,ENK1106M,35,,,,,,,,,,
498,6/30/2016,ENK1106M,59,,,,,,,,,,
499,6/29/2016,ENK1106M,64,,,,,,,,,,
500,6/28/2016,ENK1106M,182,,,,,,,,,,
501,6/27/2016,ENK1106M,37,,,,,,,,,,
502,6/25/2016,ENK1106M,2,,,,,,,,,,
503,6/24/2016,ENK1106M,61,,,,,,,,,,
504,6/23/2016,ENK1106M,65,,,,,,,,,,
505,6/22/2016,ENK1106M,76,,,,,,,,,,
506,6/21/2016,ENK1106M,34,,,,,,,,,,
507,6/20/2016,ENK1106M,12,,,,,,,,,,
508,6/18/2016,ENK1106M,8,,,,,,,,,,
509,6/17/2016,ENK1106M,17,,,,,,,,,,
510,6/16/2016,ENK1106M,29,,,,,,,,,,
511,6/15/2016,ENK1106M,76,,,,,,,,,,
512,6/14/2016,ENK1106M,36,,,,,,,,,,
513,6/13/2016,ENK1106M,28,,,,,,,,,,
514,6/10/2016,ENK1106M,38,,,,,,,,,,
515,6/9/2016,ENK1106M,106,,,,,,,,,,
516,6/8/2016,ENK1106M,21,,,,,,,,,,
517,6/7/2016,ENK1106M,70,,,,,,,,,,
518,6/6/2016,ENK1106M,621,,,,,,,,,,
519,6/5/2016,ENK1106M,16,,,,,,,,,,
520,6/4/2016,ENK1106M,12,,,,,,,,,,
521,6/3/2016,ENK1106M,356,,,,,,,,,,
522,6/2/2016,ENK1106M,233,,,,,,,,,,
523,6/1/2016,ENK1106M,14,,,,,,,,,,
524,5/31/2016,ENK1106M,22,,,,,,,,,,
525,5/26/2016,ENK1106M,18,,,,,,,,,,
526,5/25/2016,ENK1106M,30,,,,,,,,,,
527,5/24/2016,ENK1106M,24,,,,,,,,,,
528,5/23/2016,ENK1106M,11,,,,,,,,,,
529,5/21/2016,ENK1106M,8,,,,,,,,,,
530,5/20/2016,ENK1106M,4,,,,,,,,,,
531,5/19/2016,ENK1106M,20,,,,,,,,,,
532,5/18/2016,ENK1106M,25,,,,,,,,,,
533,5/17/2016,ENK1106M,78,,,,,,,,,,
534,5/16/2016,ENK1106M,33,,,,,,,,,,
535,5/13/2016,ENK1106M,52,,,,,,,,,,
536,5/12/2016,ENK1106M,115,,,,,,,,,,
537,5/11/2016,ENK1106M,44,,,,,,,,,,
538,5/10/2016,ENK1106M,99,,,,,,,,,,
539,5/9/2016,ENK1106M,116,,,,,,,,,,
540,5/8/2016,ENK1106M,6,,,,,,,,,,
541,5/7/2016,ENK1106M,40,,,,,,,,,,
542,5/6/2016,ENK1106M,873,,,,,,,,,,
543,5/5/2016,ENK1106M,686,,,,,,,,,,
544,5/4/2016,ENK1106M,298,,,,,,,,,,
545,5/3/2016,ENK1106M,398,,,,,,,,,,
546,5/2/2016,ENK1106M,275,,,,,,,,,,
547,5/1/2016,ENK1106M,104,,,,,,,,,,
548,4/30/2016,ENK1106M,38,,,,,,,,,,
549,4/29/2016,ENK1106M,219,,,,,,,,,,
550,4/28/2016,ENK1106M,234,,,,,,,,,,
551,4/27/2016,ENK1106M,185,,,,,,,,,,
552,4/26/2016,ENK1106M,144,,,,,,,,,,
553,4/25/2016,ENK1106M,163,,,,,,,,,,
554,4/24/2016,ENK1106M,32,,,,,,,,,,
555,4/23/2016,ENK1106M,17,,,,,,,,,,
556,4/22/2016,ENK1106M,81,,,,,,,,,,
557,4/21/2016,ENK1106M,110,,,,,,,,,,
558,4/20/2016,ENK1106M,220,,,,,,,,,,
559,4/19/2016,ENK1106M,73,,,,,,,,,,
560,4/18/2016,ENK1106M,58,,,,,,,,,,
561,4/17/2016,ENK1106M,20,,,,,,,,,,
562,4/16/2016,ENK1106M,15,,,,,,,,,,
563,4/15/2016,ENK1106M,94,,,,,,,,,,
564,4/14/2016,ENK1106M,34,,,,,,,,,,
565,4/13/2016,ENK1106M,57,,,,,,,,,,
566,4/12/2016,ENK1106M,33,,,,,,,,,,
567,4/11/2016,ENK1106M,78,,,,,,,,,,
568,4/10/2016,ENK1106M,29,,,,,,,,,,
569,4/9/2016,ENK1106M,29,,,,,,,,,,
570,4/8/2016,ENK1106M,105,,,,,,,,,,
571,4/7/2016,ENK1106M,154,,,,,,,,,,
572,4/6/2016,ENK1106M,104,,,,,,,,,,
573,4/5/2016,ENK1106M,119,,,,,,,,,,
574,4/4/2016,ENK1106M,109,,,,,,,,,,
575,4/3/2016,ENK1106M,60,,,,,,,,,,
576,4/2/2016,ENK1106M,56,,,,,,,,,,
577,4/1/2016,ENK1106M,293,,,,,,,,,,
578,11/9/2016,ENK1109E,1292,1292,,,,,,,,,
579,11/8/2016,ENK1109E,839,839,,,,,,,,,
580,11/7/2016,ENK1109E,480,480,,,,,,,,,
581,11/6/2016,ENK1109E,258,258,,,,,,,,,
582,11/5/2016,ENK1109E,167,167,,,,,,,,,
583,11/4/2016,ENK1109E,220,220,,,,,,,,,
584,11/3/2016,ENK1109E,153,153,,,,,,,,,
585,11/2/2016,ENK1109E,237,237,,,,,,,,,
586,11/1/2016,ENK1109E,218,218,,,,,,,,,
587,10/31/2016,ENK1109E,160,160,,,,,,,,,
588,10/30/2016,ENK1109E,140,140,,,,,,,,,
589,10/29/2016,ENK1109E,93,93,,,,,,,,,
590,10/28/2016,ENK1109E,148,148,,,,,,,,,
591,10/27/2016,ENK1109E,112,112,,,,,,,,,
592,10/26/2016,ENK1109E,124,124,,,,,,,,,
593,10/25/2016,ENK1109E,118,118,,,,,,,,,
594,10/24/2016,ENK1109E,127,127,,,,,,,,,
595,10/23/2016,ENK1109E,96,96,,,,,,,,,
596,10/22/2016,ENK1109E,72,72,,,,,,,,,
597,10/21/2016,ENK1109E,114,114,,,,,,,,,
598,10/20/2016,ENK1109E,80,80,,,,,,,,,
599,10/19/2016,ENK1109E,128,128,,,,,,,,,
600,10/18/2016,ENK1109E,112,112,,,,,,,,,
601,10/17/2016,ENK1109E,101,101,,,,,,,,,
602,10/16/2016,ENK1109E,62,62,,,,,,,,,
603,10/15/2016,ENK1109E,38,38,,,,,,,,,
604,10/14/2016,ENK1109E,72,72,,,,,,,,,
605,10/13/2016,ENK1109E,84,84,,,,,,,,,
606,10/12/2016,ENK1109E,118,118,,,,,,,,,
607,10/11/2016,ENK1109E,110,110,,,,,,,,,
608,10/10/2016,ENK1109E,113,113,,,,,,,,,
609,10/9/2016,ENK1109E,57,13001,,,,,,,,,
610,10/8/2016,ENK1109E,87,,,,,,,,,,
611,10/7/2016,ENK1109E,102,,,,,,,,,,
612,10/6/2016,ENK1109E,54,,,,,,,,,,
613,10/5/2016,ENK1109E,51,,,,,,,,,,
614,10/4/2016,ENK1109E,78,,,,,,,,,,
615,10/3/2016,ENK1109E,101,,,,,,,,,,
616,10/2/2016,ENK1109E,32,,,,,,,,,,
617,10/1/2016,ENK1109E,28,,,,,,,,,,
618,9/30/2016,ENK1109E,124,,,,,,,,,,
619,9/29/2016,ENK1109E,116,,,,,,,,,,
620,9/28/2016,ENK1109E,229,,,,,,,,,,
621,9/27/2016,ENK1109E,652,,,,,,,,,,
622,9/26/2016,ENK1109E,134,,,,,,,,,,
623,9/25/2016,ENK1109E,96,,,,,,,,,,
624,9/24/2016,ENK1109E,30,,,,,,,,,,
625,9/23/2016,ENK1109E,169,,,,,,,,,,
626,9/22/2016,ENK1109E,191,,,,,,,,,,
627,9/21/2016,ENK1109E,136,,,,,,,,,,
628,9/20/2016,ENK1109E,220,,,,,,,,,,
629,9/19/2016,ENK1109E,12,,,,,,,,,,
630,9/17/2016,ENK1109E,2,,,,,,,,,,
631,9/16/2016,ENK1109E,13,,,,,,,,,,
632,9/15/2016,ENK1109E,33,,,,,,,,,,
633,9/14/2016,ENK1109E,20,,,,,,,,,,
634,9/13/2016,ENK1109E,49,,,,,,,,,,
635,9/12/2016,ENK1109E,32,,,,,,,,,,
636,9/11/2016,ENK1109E,4,,,,,,,,,,
637,9/10/2016,ENK1109E,4,,,,,,,,,,
638,9/9/2016,ENK1109E,35,,,,,,,,,,
639,9/8/2016,ENK1109E,71,,,,,,,,,,
640,9/7/2016,ENK1109E,88,,,,,,,,,,
641,9/6/2016,ENK1109E,81,,,,,,,,,,
642,9/5/2016,ENK1109E,2,,,,,,,,,,
643,9/2/2016,ENK1109E,65,,,,,,,,,,
644,9/1/2016,ENK1109E,57,,,,,,,,,,
645,8/31/2016,ENK1109E,25,,,,,,,,,,
646,8/30/2016,ENK1109E,58,,,,,,,,,,
647,8/29/2016,ENK1109E,80,,,,,,,,,,
648,8/26/2016,ENK1109E,18,,,,,,,,,,
649,8/25/2016,ENK1109E,28,,,,,,,,,,
650,8/24/2016,ENK1109E,111,,,,,,,,,,
651,8/23/2016,ENK1109E,8,,,,,,,,,,
652,8/19/2016,ENK1109E,8,,,,,,,,,,
653,8/18/2016,ENK1109E,13,,,,,,,,,,
654,8/17/2016,ENK1109E,10,,,,,,,,,,
655,8/16/2016,ENK1109E,6,,,,,,,,,,
656,8/15/2016,ENK1109E,8,,,,,,,,,,
657,8/12/2016,ENK1109E,10,,,,,,,,,,
658,8/11/2016,ENK1109E,12,,,,,,,,,,
659,8/10/2016,ENK1109E,11,,,,,,,,,,
660,8/9/2016,ENK1109E,8,,,,,,,,,,
661,8/8/2016,ENK1109E,10,,,,,,,,,,
662,8/7/2016,ENK1109E,2,,,,,,,,,,
663,8/6/2016,ENK1109E,2,,,,,,,,,,
664,8/5/2016,ENK1109E,16,,,,,,,,,,
665,8/4/2016,ENK1109E,18,,,,,,,,,,
666,8/3/2016,ENK1109E,14,,,,,,,,,,
667,8/2/2016,ENK1109E,12,,,,,,,,,,
668,8/1/2016,ENK1109E,44,,,,,,,,,,
669,7/31/2016,ENK1109E,2,,,,,,,,,,
670,7/30/2016,ENK1109E,2,,,,,,,,,,
671,7/29/2016,ENK1109E,40,,,,,,,,,,
672,7/28/2016,ENK1109E,27,,,,,,,,,,
673,7/27/2016,ENK1109E,48,,,,,,,,,,
674,7/26/2016,ENK1109E,20,,,,,,,,,,
675,7/25/2016,ENK1109E,31,,,,,,,,,,
676,7/22/2016,ENK1109E,34,,,,,,,,,,
677,7/21/2016,ENK1109E,29,,,,,,,,,,
678,7/20/2016,ENK1109E,4,,,,,,,,,,
679,7/19/2016,ENK1109E,17,,,,,,,,,,
680,7/18/2016,ENK1109E,28,,,,,,,,,,
681,7/15/2016,ENK1109E,18,,,,,,,,,,
682,7/14/2016,ENK1109E,16,,,,,,,,,,
683,7/13/2016,ENK1109E,22,,,,,,,,,,
684,7/12/2016,ENK1109E,30,,,,,,,,,,
685,7/11/2016,ENK1109E,24,,,,,,,,,,
686,7/10/2016,ENK1109E,2,,,,,,,,,,
687,7/8/2016,ENK1109E,36,,,,,,,,,,
688,7/7/2016,ENK1109E,27,,,,,,,,,,
689,7/6/2016,ENK1109E,43,,,,,,,,,,
690,7/5/2016,ENK1109E,44,,,,,,,,,,
691,7/4/2016,ENK1109E,2,,,,,,,,,,
692,7/3/2016,ENK1109E,16,,,,,,,,,,
693,7/2/2016,ENK1109E,2,,,,,,,,,,
694,7/1/2016,ENK1109E,35,,,,,,,,,,
695,6/30/2016,ENK1109E,59,,,,,,,,,,
696,6/29/2016,ENK1109E,64,,,,,,,,,,
697,6/28/2016,ENK1109E,182,,,,,,,,,,
698,6/27/2016,ENK1109E,37,,,,,,,,,,
699,6/25/2016,ENK1109E,2,,,,,,,,,,
700,6/24/2016,ENK1109E,61,,,,,,,,,,
701,6/23/2016,ENK1109E,65,,,,,,,,,,
702,6/22/2016,ENK1109E,76,,,,,,,,,,
703,6/21/2016,ENK1109E,34,,,,,,,,,,
704,6/20/2016,ENK1109E,12,,,,,,,,,,
705,6/18/2016,ENK1109E,8,,,,,,,,,,
706,6/17/2016,ENK1109E,17,,,,,,,,,,
707,6/16/2016,ENK1109E,29,,,,,,,,,,
708,6/15/2016,ENK1109E,76,,,,,,,,,,
709,6/14/2016,ENK1109E,36,,,,,,,,,,
710,6/13/2016,ENK1109E,28,,,,,,,,,,
711,6/10/2016,ENK1109E,38,,,,,,,,,,
712,6/9/2016,ENK1109E,106,,,,,,,,,,
713,6/8/2016,ENK1109E,21,,,,,,,,,,
714,6/7/2016,ENK1109E,70,,,,,,,,,,
715,6/6/2016,ENK1109E,621,,,,,,,,,,
716,6/5/2016,ENK1109E,16,,,,,,,,,,
717,6/4/2016,ENK1109E,12,,,,,,,,,,
718,6/3/2016,ENK1109E,356,,,,,,,,,,
719,6/2/2016,ENK1109E,233,,,,,,,,,,
720,6/1/2016,ENK1109E,14,,,,,,,,,,
721,5/31/2016,ENK1109E,22,,,,,,,,,,
722,5/26/2016,ENK1109E,18,,,,,,,,,,
723,5/25/2016,ENK1109E,30,,,,,,,,,,
724,5/24/2016,ENK1109E,24,,,,,,,,,,
725,5/23/2016,ENK1109E,11,,,,,,,,,,
726,5/21/2016,ENK1109E,8,,,,,,,,,,
727,5/20/2016,ENK1109E,4,,,,,,,,,,
728,5/19/2016,ENK1109E,20,,,,,,,,,,
729,5/18/2016,ENK1109E,25,,,,,,,,,,
730,5/17/2016,ENK1109E,78,,,,,,,,,,
731,5/16/2016,ENK1109E,33,,,,,,,,,,
732,5/13/2016,ENK1109E,52,,,,,,,,,,
733,5/12/2016,ENK1109E,115,,,,,,,,,,
734,5/11/2016,ENK1109E,44,,,,,,,,,,
735,5/10/2016,ENK1109E,99,,,,,,,,,,
736,5/9/2016,ENK1109E,116,,,,,,,,,,
737,5/8/2016,ENK1109E,6,,,,,,,,,,
738,5/7/2016,ENK1109E,40,,,,,,,,,,
739,5/6/2016,ENK1109E,873,,,,,,,,,,
740,5/5/2016,ENK1109E,686,,,,,,,,,,
741,5/4/2016,ENK1109E,298,,,,,,,,,,
742,5/3/2016,ENK1109E,398,,,,,,,,,,
743,5/2/2016,ENK1109E,275,,,,,,,,,,
744,5/1/2016,ENK1109E,104,,,,,,,,,,
745,4/30/2016,ENK1109E,38,,,,,,,,,,
746,4/29/2016,ENK1109E,219,,,,,,,,,,
747,4/28/2016,ENK1109E,234,,,,,,,,,,
748,4/27/2016,ENK1109E,185,,,,,,,,,,
749,4/26/2016,ENK1109E,144,,,,,,,,,,
750,4/25/2016,ENK1109E,163,,,,,,,,,,
751,4/24/2016,ENK1109E,32,,,,,,,,,,
752,4/23/2016,ENK1109E,17,,,,,,,,,,
753,4/22/2016,ENK1109E,81,,,,,,,,,,
754,4/21/2016,ENK1109E,110,,,,,,,,,,
755,4/20/2016,ENK1109E,220,,,,,,,,,,
756,4/19/2016,ENK1109E,73,,,,,,,,,,
757,4/18/2016,ENK1109E,58,,,,,,,,,,
758,4/17/2016,ENK1109E,20,,,,,,,,,,
759,4/16/2016,ENK1109E,15,,,,,,,,,,
760,4/15/2016,ENK1109E,94,,,,,,,,,,
761,4/14/2016,ENK1109E,34,,,,,,,,,,
762,4/13/2016,ENK1109E,57,,,,,,,,,,
763,4/12/2016,ENK1109E,33,,,,,,,,,,
764,4/11/2016,ENK1109E,78,,,,,,,,,,
765,4/10/2016,ENK1109E,29,,,,,,,,,,
766,4/9/2016,ENK1109E,29,,,,,,,,,,
767,4/8/2016,ENK1109E,105,,,,,,,,,,
768,4/7/2016,ENK1109E,154,,,,,,,,,,
769,4/6/2016,ENK1109E,104,,,,,,,,,,
770,4/5/2016,ENK1109E,119,,,,,,,,,,
771,4/4/2016,ENK1109E,109,,,,,,,,,,
772,4/3/2016,ENK1109E,60,,,,,,,,,,
773,4/2/2016,ENK1109E,56,,,,,,,,,,
774,4/1/2016,ENK1109E,293,,,,,,,,,,
775,11/15/2016,ENK1114E,14,,,,,,,,,,
776,11/14/2016,ENK1114E,2016,2016,,,,,,,,,
777,11/13/2016,ENK1114E,283,283,,,,,,,,,
778,11/12/2016,ENK1114E,356,356,,,,,,,,,
779,11/11/2016,ENK1114E,318,318,,,,,,,,,
780,11/10/2016,ENK1114E,374,374,,,,,,,,,
781,11/9/2016,ENK1114E,161,161,,,,,,,,,
782,11/8/2016,ENK1114E,159,159,,,,,,,,,
783,11/7/2016,ENK1114E,196,196,,,,,,,,,
784,11/6/2016,ENK1114E,171,171,,,,,,,,,
785,11/5/2016,ENK1114E,196,196,,,,,,,,,
786,11/4/2016,ENK1114E,187,187,,,,,,,,,
787,11/3/2016,ENK1114E,324,324,,,,,,,,,
788,11/2/2016,ENK1114E,142,142,,,,,,,,,
789,11/1/2016,ENK1114E,126,126,,,,,,,,,
790,10/31/2016,ENK1114E,137,137,,,,,,,,,
791,10/30/2016,ENK1114E,137,137,,,,,,,,,
792,10/29/2016,ENK1114E,64,64,,,,,,,,,
793,10/28/2016,ENK1114E,158,158,,,,,,,,,
794,10/27/2016,ENK1114E,150,150,,,,,,,,,
795,10/26/2016,ENK1114E,193,193,,,,,,,,,
796,10/25/2016,ENK1114E,94,94,,,,,,,,,
797,10/24/2016,ENK1114E,156,156,,,,,,,,,
798,10/23/2016,ENK1114E,116,116,,,,,,,,,
799,10/22/2016,ENK1114E,60,60,,,,,,,,,
800,10/21/2016,ENK1114E,102,102,,,,,,,,,
801,10/20/2016,ENK1114E,98,98,,,,,,,,,
802,10/19/2016,ENK1114E,110,110,,,,,,,,,
803,10/18/2016,ENK1114E,144,144,,,,,,,,,
804,10/17/2016,ENK1114E,110,110,,,,,,,,,
805,10/16/2016,ENK1114E,120,120,,,,,,,,,
806,10/15/2016,ENK1114E,90,90,,,,,,,,,
807,10/14/2016,ENK1114E,82,12469,,,,,,,,,
808,10/13/2016,ENK1114E,87,,,,,,,,,,
809,10/12/2016,ENK1114E,62,,,,,,,,,,
810,10/11/2016,ENK1114E,129,,,,,,,,,,
811,10/10/2016,ENK1114E,88,,,,,,,,,,
812,10/9/2016,ENK1114E,137,,,,,,,,,,
813,10/8/2016,ENK1114E,50,,,,,,,,,,
814,10/7/2016,ENK1114E,98,,,,,,,,,,
815,10/6/2016,ENK1114E,90,,,,,,,,,,
816,10/5/2016,ENK1114E,122,,,,,,,,,,
817,10/4/2016,ENK1114E,118,,,,,,,,,,
818,10/3/2016,ENK1114E,83,,,,,,,,,,
819,10/2/2016,ENK1114E,87,,,,,,,,,,
820,10/1/2016,ENK1114E,70,,,,,,,,,,
821,9/30/2016,ENK1114E,75,,,,,,,,,,
822,9/29/2016,ENK1114E,87,,,,,,,,,,
823,9/28/2016,ENK1114E,140,,,,,,,,,,
824,9/27/2016,ENK1114E,345,,,,,,,,,,
825,9/26/2016,ENK1114E,111,,,,,,,,,,
826,9/25/2016,ENK1114E,52,,,,,,,,,,
827,9/24/2016,ENK1114E,40,,,,,,,,,,
828,9/23/2016,ENK1114E,102,,,,,,,,,,
829,9/22/2016,ENK1114E,79,,,,,,,,,,
830,9/21/2016,ENK1114E,66,,,,,,,,,,
831,9/20/2016,ENK1114E,108,,,,,,,,,,
832,9/19/2016,ENK1114E,8,,,,,,,,,,
833,9/16/2016,ENK1114E,34,,,,,,,,,,
834,9/15/2016,ENK1114E,59,,,,,,,,,,
835,9/14/2016,ENK1114E,24,,,,,,,,,,
836,9/13/2016,ENK1114E,17,,,,,,,,,,
837,9/12/2016,ENK1114E,23,,,,,,,,,,
838,9/9/2016,ENK1114E,34,,,,,,,,,,
839,9/8/2016,ENK1114E,51,,,,,,,,,,
840,9/7/2016,ENK1114E,34,,,,,,,,,,
841,9/6/2016,ENK1114E,28,,,,,,,,,,
842,9/5/2016,ENK1114E,2,,,,,,,,,,
843,9/2/2016,ENK1114E,18,,,,,,,,,,
844,9/1/2016,ENK1114E,27,,,,,,,,,,
845,8/31/2016,ENK1114E,10,,,,,,,,,,
846,8/30/2016,ENK1114E,54,,,,,,,,,,
847,8/29/2016,ENK1114E,49,,,,,,,,,,
848,8/26/2016,ENK1114E,9,,,,,,,,,,
849,8/25/2016,ENK1114E,13,,,,,,,,,,
850,8/24/2016,ENK1114E,43,,,,,,,,,,
851,8/23/2016,ENK1114E,8,,,,,,,,,,
852,8/19/2016,ENK1114E,8,,,,,,,,,,
853,8/18/2016,ENK1114E,13,,,,,,,,,,
854,8/17/2016,ENK1114E,10,,,,,,,,,,
855,8/16/2016,ENK1114E,6,,,,,,,,,,
856,8/15/2016,ENK1114E,8,,,,,,,,,,
857,8/12/2016,ENK1114E,10,,,,,,,,,,
858,8/11/2016,ENK1114E,12,,,,,,,,,,
859,8/10/2016,ENK1114E,11,,,,,,,,,,
860,8/9/2016,ENK1114E,8,,,,,,,,,,
