,full_date,tm_event_name,count,20161,20162,20163,20164,20165,20171,20172,20173,20174,20175
1298,9/24/2017,ESN1030E,37,,,,,,,,,,
1299,9/23/2017,ESN1030E,42,,,,,,,,,,
1300,9/22/2017,ESN1030E,47,,,,,,,,,,
1301,9/21/2017,ESN1030E,24,,,,,,,,,,
1302,9/20/2017,ESN1030E,49,,,,,,,,,,
1303,9/19/2017,ESN1030E,48,,,,,,,,,,
1304,9/18/2017,ESN1030E,88,,,,,,,,,,
1305,9/17/2017,ESN1030E,77,,,,,,,,,,
1306,9/16/2017,ESN1030E,38,,,,,,,,,,
1307,9/15/2017,ESN1030E,55,,,,,,,,,,
1308,9/14/2017,ESN1030E,67,,,,,,,,,,
1309,9/13/2017,ESN1030E,138,,,,,,,,,,
1310,9/12/2017,ESN1030E,166,,,,,,,,,,
1311,9/11/2017,ESN1030E,14,,,,,,,,,,
1312,9/10/2017,ESN1030E,5,,,,,,,,,,
1313,9/9/2017,ESN1030E,6,,,,,,,,,,
1314,9/8/2017,ESN1030E,68,,,,,,,,,,
1315,9/7/2017,ESN1030E,22,,,,,,,,,,
1316,9/6/2017,ESN1030E,8,,,,,,,,,,
1317,9/5/2017,ESN1030E,21,,,,,,,,,,
1318,9/1/2017,ESN1030E,9,,,,,,,,,,
1319,8/31/2017,ESN1030E,6,,,,,,,,,,
1320,8/30/2017,ESN1030E,19,,,,,,,,,,
1321,8/29/2017,ESN1030E,15,,,,,,,,,,
1322,8/27/2017,ESN1030E,2,,,,,,,,,,
1323,8/25/2017,ESN1030E,10,,,,,,,,,,
1324,8/24/2017,ESN1030E,23,,,,,,,,,,
1325,8/23/2017,ESN1030E,38,,,,,,,,,,
1326,8/22/2017,ESN1030E,8,,,,,,,,,,
1327,8/18/2017,ESN1030E,10,,,,,,,,,,
1328,8/17/2017,ESN1030E,11,,,,,,,,,,
1329,8/16/2017,ESN1030E,7,,,,,,,,,,
1330,8/15/2017,ESN1030E,5,,,,,,,,,,
1331,8/10/2017,ESN1030E,2,,,,,,,,,,
1332,8/9/2017,ESN1030E,6,,,,,,,,,,
1333,8/8/2017,ESN1030E,6,,,,,,,,,,
1334,8/7/2017,ESN1030E,6,,,,,,,,,,
1335,8/4/2017,ESN1030E,1,,,,,,,,,,
1336,8/1/2017,ESN1030E,8,,,,,,,,,,
1337,7/31/2017,ESN1030E,2,,,,,,,,,,
1338,7/30/2017,ESN1030E,3,,,,,,,,,,
1339,7/28/2017,ESN1030E,4,,,,,,,,,,
1340,7/25/2017,ESN1030E,2,,,,,,,,,,
1341,7/24/2017,ESN1030E,12,,,,,,,,,,
1342,7/21/2017,ESN1030E,7,,,,,,,,,,
1343,7/19/2017,ESN1030E,37,,,,,,,,,,
1344,7/18/2017,ESN1030E,4,,,,,,,,,,
1345,7/17/2017,ESN1030E,6,,,,,,,,,,
1346,7/16/2017,ESN1030E,4,,,,,,,,,,
1347,7/14/2017,ESN1030E,9,,,,,,,,,,
1348,7/13/2017,ESN1030E,30,,,,,,,,,,
1349,7/12/2017,ESN1030E,8,,,,,,,,,,
1350,7/11/2017,ESN1030E,2,,,,,,,,,,
1351,7/10/2017,ESN1030E,16,,,,,,,,,,
1352,7/8/2017,ESN1030E,8,,,,,,,,,,
1353,7/7/2017,ESN1030E,6,,,,,,,,,,
1354,7/6/2017,ESN1030E,15,,,,,,,,,,
1355,7/5/2017,ESN1030E,16,,,,,,,,,,
1356,7/3/2017,ESN1030E,2,,,,,,,,,,
1357,6/30/2017,ESN1030E,2,,,,,,,,,,
1358,6/29/2017,ESN1030E,4,,,,,,,,,,
1359,6/28/2017,ESN1030E,4,,,,,,,,,,
1360,6/27/2017,ESN1030E,12,,,,,,,,,,
1361,6/26/2017,ESN1030E,11,,,,,,,,,,
1362,6/24/2017,ESN1030E,2,,,,,,,,,,
1363,6/23/2017,ESN1030E,28,,,,,,,,,,
1364,6/22/2017,ESN1030E,31,,,,,,,,,,
1365,6/21/2017,ESN1030E,64,,,,,,,,,,
1366,6/20/2017,ESN1030E,44,,,,,,,,,,
1367,6/19/2017,ESN1030E,19,,,,,,,,,,
1368,6/18/2017,ESN1030E,2,,,,,,,,,,
1369,6/16/2017,ESN1030E,32,,,,,,,,,,
1370,6/15/2017,ESN1030E,167,,,,,,,,,,
1371,6/14/2017,ESN1030E,314,,,,,,,,,,
1372,6/13/2017,ESN1030E,176,,,,,,,,,,
1373,6/12/2017,ESN1030E,96,,,,,,,,,,
1374,6/9/2017,ESN1030E,2,,,,,,,,,,
1375,6/8/2017,ESN1030E,1,,,,,,,,,,
1376,6/6/2017,ESN1030E,6,,,,,,,,,,
1377,6/5/2017,ESN1030E,2,,,,,,,,,,
1378,6/2/2017,ESN1030E,1,,,,,,,,,,
1379,6/1/2017,ESN1030E,8,,,,,,,,,,
1380,5/25/2017,ESN1030E,2,,,,,,,,,,
1381,5/23/2017,ESN1030E,4,,,,,,,,,,
1382,5/22/2017,ESN1030E,8,,,,,,,,,,
1383,5/19/2017,ESN1030E,18,,,,,,,,,,
1384,5/18/2017,ESN1030E,8,,,,,,,,,,
1385,5/16/2017,ESN1030E,6,,,,,,,,,,
1386,5/15/2017,ESN1030E,9,,,,,,,,,,
1387,5/12/2017,ESN1030E,10,,,,,,,,,,
1388,5/11/2017,ESN1030E,6,,,,,,,,,,
1389,5/10/2017,ESN1030E,22,,,,,,,,,,
1390,5/9/2017,ESN1030E,26,,,,,,,,,,
1391,5/8/2017,ESN1030E,20,,,,,,,,,,
1392,5/7/2017,ESN1030E,6,,,,,,,,,,
1393,5/6/2017,ESN1030E,15,,,,,,,,,,
1394,5/5/2017,ESN1030E,102,,,,,,,,,,
1395,5/4/2017,ESN1030E,20,,,,,,,,,,
1396,5/3/2017,ESN1030E,25,,,,,,,,,,
1397,5/2/2017,ESN1030E,30,,,,,,,,,,
1398,5/1/2017,ESN1030E,25,,,,,,,,,,
1399,4/29/2017,ESN1030E,9,,,,,,,,,,
1400,4/28/2017,ESN1030E,40,,,,,,,,,,
1401,4/27/2017,ESN1030E,76,,,,,,,,,,
1402,4/26/2017,ESN1030E,100,,,,,,,,,,
1403,4/25/2017,ESN1030E,900,,,,,,,,,,
1404,4/24/2017,ESN1030E,904,,,,,,,,,,
1405,4/23/2017,ESN1030E,99,,,,,,,,,,
1406,4/22/2017,ESN1030E,59,,,,,,,,,,
1407,4/21/2017,ESN1030E,298,,,,,,,,,,
1408,4/20/2017,ESN1030E,188,,,,,,,,,,
1409,4/19/2017,ESN1030E,143,,,,,,,,,,
1410,4/18/2017,ESN1030E,278,,,,,,,,,,
1411,4/17/2017,ESN1030E,124,,,,,,,,,,
1412,4/16/2017,ESN1030E,27,,,,,,,,,,
1413,4/15/2017,ESN1030E,10,,,,,,,,,,
1414,4/14/2017,ESN1030E,173,,,,,,,,,,
1415,4/13/2017,ESN1030E,70,,,,,,,,,,
1416,4/12/2017,ESN1030E,152,,,,,,,,,,
1417,4/11/2017,ESN1030E,623,,,,,,,,,,
1418,4/10/2017,ESN1030E,390,,,,,,,,,,
1419,4/9/2017,ESN1030E,73,,,,,,,,,,
1420,4/8/2017,ESN1030E,139,,,,,,,,,,
1421,4/7/2017,ESN1030E,199,,,,,,,,,,
1422,4/6/2017,ESN1030E,170,,,,,,,,,,
1423,4/5/2017,ESN1030E,183,,,,,,,,,,
1424,4/4/2017,ESN1030E,225,,,,,,,,,,
1425,4/3/2017,ESN1030E,154,,,,,,,,,,
1426,4/2/2017,ESN1030E,40,,,,,,,,,,
1427,4/1/2017,ESN1030E,43,,,,,,,,,,
1428,3/31/2017,ESN1030E,127,,,,,,,,,,
1429,3/30/2017,ESN1030E,107,,,,,,,,,,
1430,3/29/2017,ESN1030E,253,,,,,,,,,,
1431,3/28/2017,ESN1030E,463,,,,,,,,,,
1432,10/10/2017,ESN1101E,44,44,,,,,,,,,
1433,10/9/2017,ESN1101E,26,26,,,,,,,,,
1434,10/8/2017,ESN1101E,49,49,,,,,,,,,
1435,10/7/2017,ESN1101E,29,29,,,,,,,,,
1436,10/6/2017,ESN1101E,24,24,,,,,,,,,
1437,10/5/2017,ESN1101E,30,30,,,,,,,,,
1438,10/4/2017,ESN1101E,34,34,,,,,,,,,
1439,10/3/2017,ESN1101E,68,68,,,,,,,,,
1440,10/2/2017,ESN1101E,20,20,,,,,,,,,
1441,10/1/2017,ESN1101E,23,9740,,,,,,,,,
1442,9/30/2017,ESN1101E,8,,,,,,,,,,
1443,9/29/2017,ESN1101E,45,,,,,,,,,,
1444,9/28/2017,ESN1101E,26,,,,,,,,,,
1445,9/27/2017,ESN1101E,28,,,,,,,,,,
1446,9/26/2017,ESN1101E,39,,,,,,,,,,
1447,9/25/2017,ESN1101E,32,,,,,,,,,,
1448,9/24/2017,ESN1101E,14,,,,,,,,,,
1449,9/23/2017,ESN1101E,16,,,,,,,,,,
1450,9/22/2017,ESN1101E,27,,,,,,,,,,
1451,9/21/2017,ESN1101E,68,,,,,,,,,,
1452,9/20/2017,ESN1101E,31,,,,,,,,,,
1453,9/19/2017,ESN1101E,57,,,,,,,,,,
1454,9/18/2017,ESN1101E,37,,,,,,,,,,
1455,9/17/2017,ESN1101E,21,,,,,,,,,,
1456,9/16/2017,ESN1101E,22,,,,,,,,,,
1457,9/15/2017,ESN1101E,26,,,,,,,,,,
1458,9/14/2017,ESN1101E,33,,,,,,,,,,
1459,9/13/2017,ESN1101E,67,,,,,,,,,,
1460,9/12/2017,ESN1101E,184,,,,,,,,,,
1461,9/11/2017,ESN1101E,37,,,,,,,,,,
1462,9/10/2017,ESN1101E,7,,,,,,,,,,
1463,9/9/2017,ESN1101E,15,,,,,,,,,,
1464,9/8/2017,ESN1101E,67,,,,,,,,,,
1465,9/7/2017,ESN1101E,42,,,,,,,,,,
1466,9/6/2017,ESN1101E,10,,,,,,,,,,
1467,9/5/2017,ESN1101E,13,,,,,,,,,,
1468,9/1/2017,ESN1101E,11,,,,,,,,,,
1469,8/31/2017,ESN1101E,15,,,,,,,,,,
1470,8/30/2017,ESN1101E,22,,,,,,,,,,
1471,8/29/2017,ESN1101E,28,,,,,,,,,,
1472,8/28/2017,ESN1101E,9,,,,,,,,,,
1473,8/25/2017,ESN1101E,27,,,,,,,,,,
1474,8/24/2017,ESN1101E,44,,,,,,,,,,
1475,8/23/2017,ESN1101E,50,,,,,,,,,,
1476,8/22/2017,ESN1101E,2,,,,,,,,,,
1477,8/18/2017,ESN1101E,10,,,,,,,,,,
1478,8/17/2017,ESN1101E,14,,,,,,,,,,
1479,8/16/2017,ESN1101E,7,,,,,,,,,,
1480,8/15/2017,ESN1101E,1,,,,,,,,,,
1481,8/11/2017,ESN1101E,2,,,,,,,,,,
1482,8/10/2017,ESN1101E,4,,,,,,,,,,
1483,8/8/2017,ESN1101E,12,,,,,,,,,,
1484,8/7/2017,ESN1101E,8,,,,,,,,,,
1485,8/3/2017,ESN1101E,4,,,,,,,,,,
1486,8/1/2017,ESN1101E,4,,,,,,,,,,
1487,7/31/2017,ESN1101E,2,,,,,,,,,,
1488,7/30/2017,ESN1101E,4,,,,,,,,,,
1489,7/28/2017,ESN1101E,6,,,,,,,,,,
1490,7/26/2017,ESN1101E,2,,,,,,,,,,
1491,7/25/2017,ESN1101E,4,,,,,,,,,,
1492,7/24/2017,ESN1101E,12,,,,,,,,,,
1493,7/23/2017,ESN1101E,6,,,,,,,,,,
1494,7/21/2017,ESN1101E,7,,,,,,,,,,
1495,7/19/2017,ESN1101E,33,,,,,,,,,,
1496,7/18/2017,ESN1101E,4,,,,,,,,,,
1497,7/17/2017,ESN1101E,10,,,,,,,,,,
1498,7/14/2017,ESN1101E,11,,,,,,,,,,
1499,7/13/2017,ESN1101E,26,,,,,,,,,,
1500,7/12/2017,ESN1101E,6,,,,,,,,,,
1501,7/11/2017,ESN1101E,5,,,,,,,,,,
1502,7/10/2017,ESN1101E,16,,,,,,,,,,
1503,7/8/2017,ESN1101E,8,,,,,,,,,,
1504,7/7/2017,ESN1101E,8,,,,,,,,,,
1505,7/6/2017,ESN1101E,13,,,,,,,,,,
1506,7/5/2017,ESN1101E,20,,,,,,,,,,
1507,7/3/2017,ESN1101E,2,,,,,,,,,,
1508,6/29/2017,ESN1101E,8,,,,,,,,,,
1509,6/28/2017,ESN1101E,6,,,,,,,,,,
1510,6/27/2017,ESN1101E,14,,,,,,,,,,
1511,6/26/2017,ESN1101E,12,,,,,,,,,,
1512,6/25/2017,ESN1101E,2,,,,,,,,,,
1513,6/24/2017,ESN1101E,2,,,,,,,,,,
1514,6/23/2017,ESN1101E,13,,,,,,,,,,
1515,6/22/2017,ESN1101E,35,,,,,,,,,,
1516,6/21/2017,ESN1101E,75,,,,,,,,,,
1517,6/20/2017,ESN1101E,51,,,,,,,,,,
1518,6/19/2017,ESN1101E,25,,,,,,,,,,
1519,6/18/2017,ESN1101E,2,,,,,,,,,,
1520,6/17/2017,ESN1101E,3,,,,,,,,,,
1521,6/16/2017,ESN1101E,27,,,,,,,,,,
1522,6/15/2017,ESN1101E,194,,,,,,,,,,
1523,6/14/2017,ESN1101E,322,,,,,,,,,,
1524,6/13/2017,ESN1101E,180,,,,,,,,,,
1525,6/12/2017,ESN1101E,96,,,,,,,,,,
1526,6/9/2017,ESN1101E,2,,,,,,,,,,
1527,6/8/2017,ESN1101E,1,,,,,,,,,,
1528,6/6/2017,ESN1101E,6,,,,,,,,,,
1529,6/5/2017,ESN1101E,2,,,,,,,,,,
1530,6/2/2017,ESN1101E,1,,,,,,,,,,
1531,6/1/2017,ESN1101E,8,,,,,,,,,,
1532,5/25/2017,ESN1101E,2,,,,,,,,,,
1533,5/23/2017,ESN1101E,6,,,,,,,,,,
1534,5/22/2017,ESN1101E,8,,,,,,,,,,
1535,5/19/2017,ESN1101E,18,,,,,,,,,,
1536,5/18/2017,ESN1101E,6,,,,,,,,,,
1537,5/16/2017,ESN1101E,6,,,,,,,,,,
1538,5/15/2017,ESN1101E,11,,,,,,,,,,
1539,5/12/2017,ESN1101E,10,,,,,,,,,,
1540,5/11/2017,ESN1101E,6,,,,,,,,,,
1541,5/10/2017,ESN1101E,22,,,,,,,,,,
1542,5/9/2017,ESN1101E,26,,,,,,,,,,
1543,5/8/2017,ESN1101E,24,,,,,,,,,,
1544,5/7/2017,ESN1101E,6,,,,,,,,,,
1545,5/6/2017,ESN1101E,15,,,,,,,,,,
1546,5/5/2017,ESN1101E,104,,,,,,,,,,
1547,5/4/2017,ESN1101E,20,,,,,,,,,,
1548,5/3/2017,ESN1101E,25,,,,,,,,,,
1549,5/2/2017,ESN1101E,30,,,,,,,,,,
1550,5/1/2017,ESN1101E,25,,,,,,,,,,
1551,4/29/2017,ESN1101E,9,,,,,,,,,,
1552,4/28/2017,ESN1101E,42,,,,,,,,,,
1553,4/27/2017,ESN1101E,80,,,,,,,,,,
1554,4/26/2017,ESN1101E,98,,,,,,,,,,
1555,4/25/2017,ESN1101E,896,,,,,,,,,,
1556,4/24/2017,ESN1101E,915,,,,,,,,,,
1557,4/23/2017,ESN1101E,93,,,,,,,,,,
1558,4/22/2017,ESN1101E,59,,,,,,,,,,
1559,4/21/2017,ESN1101E,299,,,,,,,,,,
1560,4/20/2017,ESN1101E,196,,,,,,,,,,
1561,4/19/2017,ESN1101E,143,,,,,,,,,,
1562,4/18/2017,ESN1101E,272,,,,,,,,,,
1563,4/17/2017,ESN1101E,124,,,,,,,,,,
1564,4/16/2017,ESN1101E,27,,,,,,,,,,
1565,4/15/2017,ESN1101E,10,,,,,,,,,,
1566,4/14/2017,ESN1101E,165,,,,,,,,,,
1567,4/13/2017,ESN1101E,70,,,,,,,,,,
1568,4/12/2017,ESN1101E,152,,,,,,,,,,
1569,4/11/2017,ESN1101E,616,,,,,,,,,,
1570,4/10/2017,ESN1101E,396,,,,,,,,,,
1571,4/9/2017,ESN1101E,73,,,,,,,,,,
1572,4/8/2017,ESN1101E,139,,,,,,,,,,
1573,4/7/2017,ESN1101E,195,,,,,,,,,,
1574,4/6/2017,ESN1101E,166,,,,,,,,,,
1575,4/5/2017,ESN1101E,181,,,,,,,,,,
1576,4/4/2017,ESN1101E,225,,,,,,,,,,
1577,4/3/2017,ESN1101E,152,,,,,,,,,,
1578,4/2/2017,ESN1101E,40,,,,,,,,,,
1579,4/1/2017,ESN1101E,43,,,,,,,,,,
1580,3/31/2017,ESN1101E,127,,,,,,,,,,
1581,3/30/2017,ESN1101E,109,,,,,,,,,,
1582,3/29/2017,ESN1101E,247,,,,,,,,,,
1583,3/28/2017,ESN1101E,450,,,,,,,,,,
1584,10/10/2017,ESN1103E,63,63,,,,,,,,,
1585,10/9/2017,ESN1103E,21,21,,,,,,,,,
1586,10/8/2017,ESN1103E,28,28,,,,,,,,,
1587,10/7/2017,ESN1103E,15,15,,,,,,,,,
1588,10/6/2017,ESN1103E,39,39,,,,,,,,,
1589,10/5/2017,ESN1103E,22,22,,,,,,,,,
1590,10/4/2017,ESN1103E,21,21,,,,,,,,,
1591,10/3/2017,ESN1103E,63,9713,,,,,,,,,
1592,10/2/2017,ESN1103E,40,,,,,,,,,,
1593,10/1/2017,ESN1103E,38,,,,,,,,,,
1594,9/30/2017,ESN1103E,23,,,,,,,,,,
1595,9/29/2017,ESN1103E,22,,,,,,,,,,
1596,9/28/2017,ESN1103E,49,,,,,,,,,,
1597,9/27/2017,ESN1103E,60,,,,,,,,,,
1598,9/26/2017,ESN1103E,40,,,,,,,,,,
1599,9/25/2017,ESN1103E,29,,,,,,,,,,
1600,9/24/2017,ESN1103E,36,,,,,,,,,,
1601,9/23/2017,ESN1103E,14,,,,,,,,,,
1602,9/22/2017,ESN1103E,17,,,,,,,,,,
1603,9/21/2017,ESN1103E,30,,,,,,,,,,
1604,9/20/2017,ESN1103E,37,,,,,,,,,,
1605,9/19/2017,ESN1103E,57,,,,,,,,,,
1606,9/18/2017,ESN1103E,78,,,,,,,,,,
1607,9/17/2017,ESN1103E,58,,,,,,,,,,
1608,9/16/2017,ESN1103E,41,,,,,,,,,,
1609,9/15/2017,ESN1103E,25,,,,,,,,,,
1610,9/14/2017,ESN1103E,34,,,,,,,,,,
1611,9/13/2017,ESN1103E,43,,,,,,,,,,
1612,9/12/2017,ESN1103E,124,,,,,,,,,,
1613,9/11/2017,ESN1103E,21,,,,,,,,,,
1614,9/10/2017,ESN1103E,16,,,,,,,,,,
1615,9/9/2017,ESN1103E,4,,,,,,,,,,
1616,9/8/2017,ESN1103E,31,,,,,,,,,,
1617,9/7/2017,ESN1103E,35,,,,,,,,,,
1618,9/6/2017,ESN1103E,8,,,,,,,,,,
1619,9/5/2017,ESN1103E,28,,,,,,,,,,
1620,9/1/2017,ESN1103E,9,,,,,,,,,,
1621,8/31/2017,ESN1103E,6,,,,,,,,,,
1622,8/30/2017,ESN1103E,17,,,,,,,,,,
1623,8/29/2017,ESN1103E,15,,,,,,,,,,
1624,8/27/2017,ESN1103E,2,,,,,,,,,,
1625,8/25/2017,ESN1103E,10,,,,,,,,,,
1626,8/24/2017,ESN1103E,23,,,,,,,,,,
1627,8/23/2017,ESN1103E,38,,,,,,,,,,
1628,8/22/2017,ESN1103E,8,,,,,,,,,,
1629,8/18/2017,ESN1103E,10,,,,,,,,,,
1630,8/17/2017,ESN1103E,11,,,,,,,,,,
1631,8/16/2017,ESN1103E,7,,,,,,,,,,
1632,8/15/2017,ESN1103E,5,,,,,,,,,,
1633,8/10/2017,ESN1103E,2,,,,,,,,,,
1634,8/9/2017,ESN1103E,6,,,,,,,,,,
1635,8/8/2017,ESN1103E,6,,,,,,,,,,
1636,8/7/2017,ESN1103E,6,,,,,,,,,,
1637,8/4/2017,ESN1103E,1,,,,,,,,,,
1638,8/1/2017,ESN1103E,8,,,,,,,,,,
1639,7/31/2017,ESN1103E,2,,,,,,,,,,
1640,7/30/2017,ESN1103E,3,,,,,,,,,,
1641,7/28/2017,ESN1103E,4,,,,,,,,,,
1642,7/25/2017,ESN1103E,2,,,,,,,,,,
1643,7/24/2017,ESN1103E,12,,,,,,,,,,
1644,7/21/2017,ESN1103E,7,,,,,,,,,,
1645,7/19/2017,ESN1103E,37,,,,,,,,,,
1646,7/18/2017,ESN1103E,4,,,,,,,,,,
1647,7/17/2017,ESN1103E,6,,,,,,,,,,
1648,7/16/2017,ESN1103E,4,,,,,,,,,,
1649,7/14/2017,ESN1103E,9,,,,,,,,,,
1650,7/13/2017,ESN1103E,30,,,,,,,,,,
1651,7/12/2017,ESN1103E,8,,,,,,,,,,
1652,7/11/2017,ESN1103E,2,,,,,,,,,,
1653,7/10/2017,ESN1103E,16,,,,,,,,,,
1654,7/8/2017,ESN1103E,8,,,,,,,,,,
1655,7/7/2017,ESN1103E,6,,,,,,,,,,
1656,7/6/2017,ESN1103E,15,,,,,,,,,,
1657,7/5/2017,ESN1103E,16,,,,,,,,,,
1658,7/3/2017,ESN1103E,2,,,,,,,,,,
1659,6/30/2017,ESN1103E,2,,,,,,,,,,
1660,6/29/2017,ESN1103E,4,,,,,,,,,,
1661,6/28/2017,ESN1103E,4,,,,,,,,,,
1662,6/27/2017,ESN1103E,12,,,,,,,,,,
1663,6/26/2017,ESN1103E,11,,,,,,,,,,
1664,6/24/2017,ESN1103E,2,,,,,,,,,,
1665,6/23/2017,ESN1103E,28,,,,,,,,,,
1666,6/22/2017,ESN1103E,31,,,,,,,,,,
1667,6/21/2017,ESN1103E,64,,,,,,,,,,
1668,6/20/2017,ESN1103E,44,,,,,,,,,,
1669,6/19/2017,ESN1103E,19,,,,,,,,,,
1670,6/18/2017,ESN1103E,2,,,,,,,,,,
1671,6/16/2017,ESN1103E,32,,,,,,,,,,
1672,6/15/2017,ESN1103E,167,,,,,,,,,,
1673,6/14/2017,ESN1103E,314,,,,,,,,,,
1674,6/13/2017,ESN1103E,176,,,,,,,,,,
1675,6/12/2017,ESN1103E,96,,,,,,,,,,
1676,6/9/2017,ESN1103E,2,,,,,,,,,,
1677,6/8/2017,ESN1103E,1,,,,,,,,,,
1678,6/6/2017,ESN1103E,6,,,,,,,,,,
1679,6/5/2017,ESN1103E,2,,,,,,,,,,
1680,6/2/2017,ESN1103E,1,,,,,,,,,,
1681,6/1/2017,ESN1103E,8,,,,,,,,,,
1682,5/25/2017,ESN1103E,2,,,,,,,,,,
1683,5/23/2017,ESN1103E,4,,,,,,,,,,
1684,5/22/2017,ESN1103E,8,,,,,,,,,,
1685,5/19/2017,ESN1103E,18,,,,,,,,,,
1686,5/18/2017,ESN1103E,8,,,,,,,,,,
1687,5/16/2017,ESN1103E,6,,,,,,,,,,
1688,5/15/2017,ESN1103E,9,,,,,,,,,,
1689,5/12/2017,ESN1103E,10,,,,,,,,,,
1690,5/11/2017,ESN1103E,6,,,,,,,,,,
1691,5/10/2017,ESN1103E,22,,,,,,,,,,
1692,5/9/2017,ESN1103E,26,,,,,,,,,,
1693,5/8/2017,ESN1103E,20,,,,,,,,,,
1694,5/7/2017,ESN1103E,6,,,,,,,,,,
1695,5/6/2017,ESN1103E,15,,,,,,,,,,
1696,5/5/2017,ESN1103E,102,,,,,,,,,,
1697,5/4/2017,ESN1103E,20,,,,,,,,,,
1698,5/3/2017,ESN1103E,25,,,,,,,,,,
1699,5/2/2017,ESN1103E,30,,,,,,,,,,
1700,5/1/2017,ESN1103E,25,,,,,,,,,,
1701,4/29/2017,ESN1103E,9,,,,,,,,,,
1702,4/28/2017,ESN1103E,40,,,,,,,,,,
1703,4/27/2017,ESN1103E,76,,,,,,,,,,
1704,4/26/2017,ESN1103E,100,,,,,,,,,,
1705,4/25/2017,ESN1103E,900,,,,,,,,,,
1706,4/24/2017,ESN1103E,904,,,,,,,,,,
1707,4/23/2017,ESN1103E,99,,,,,,,,,,
1708,4/22/2017,ESN1103E,59,,,,,,,,,,
1709,4/21/2017,ESN1103E,298,,,,,,,,,,
1710,4/20/2017,ESN1103E,188,,,,,,,,,,
1711,4/19/2017,ESN1103E,143,,,,,,,,,,
1712,4/18/2017,ESN1103E,278,,,,,,,,,,
1713,4/17/2017,ESN1103E,124,,,,,,,,,,
1714,4/16/2017,ESN1103E,27,,,,,,,,,,
1715,4/15/2017,ESN1103E,10,,,,,,,,,,
1716,4/14/2017,ESN1103E,173,,,,,,,,,,
1717,4/13/2017,ESN1103E,70,,,,,,,,,,
1718,4/12/2017,ESN1103E,152,,,,,,,,,,
1719,4/11/2017,ESN1103E,623,,,,,,,,,,
1720,4/10/2017,ESN1103E,390,,,,,,,,,,
1721,4/9/2017,ESN1103E,73,,,,,,,,,,
1722,4/8/2017,ESN1103E,139,,,,,,,,,,
1723,4/7/2017,ESN1103E,199,,,,,,,,,,
1724,4/6/2017,ESN1103E,170,,,,,,,,,,
1725,4/5/2017,ESN1103E,183,,,,,,,,,,
1726,4/4/2017,ESN1103E,225,,,,,,,,,,
1727,4/3/2017,ESN1103E,154,,,,,,,,,,
1728,4/2/2017,ESN1103E,40,,,,,,,,,,
1729,4/1/2017,ESN1103E,43,,,,,,,,,,
1730,3/31/2017,ESN1103E,127,,,,,,,,,,
1731,3/30/2017,ESN1103E,107,,,,,,,,,,
1732,3/29/2017,ESN1103E,253,,,,,,,,,,
1733,3/28/2017,ESN1103E,463,,,,,,,,,,
,,,10228,,,,,,,,,,
